Country Name,Time,GDP (current US$),GDP growth (annual %),GDP deflator (base year varies by country),"Inflation, consumer prices (annual %)",Real interest rate (%),"Official exchange rate (LCU per US$, period average)",Households and NPISHs Final consumption expenditure (current US$),Gross capital formation (current US$),Gross capital formation (% of GDP),General government final consumption expenditure (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Current account balance (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","External debt stocks, total (DOD, current US$)","Total reserves (includes gold, current US$)","Population, total",Urban population,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Industry (including construction), value added (current US$)","Services, value added (current US$)","Agriculture, forestry, and fishing, value added (current US$)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Literacy rate, youth total (% of people ages 15-24)","Life expectancy at birth, total (years)",Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Gross savings (% of GDP)
Kazakhstan,2005,57123671734,9.699999999,100,7.579999291,,132.88,28480132450,17691068633,30.96976804,6425572697,30386570590,25458960716,358429714.6,4.457111444,2546065710,43861793757,7069707374,15968117,9016078,8.13,69.513,21494505569,29716810656,3638505418,,,65.356,3805.771213,3186.46182,2.96,33.8049,28.454821
Kazakhstan,2006,81003864630,10.7,121.5517089,8.721693861,,126.0894306,37036331776,27460951109,33.90079132,8246891843,41291961259,32788929787,-822743806.8,9.39605596,7611168450,74438311787,19127059972,16103716,9104397,7.79,69.765,31880250138,41818243275,4451838632,0.996510029,,65.722,4050.67998,3763.634908,3.27,48.2854,31.0640753
Kazakhstan,2007,1.0485E+11,8.9,140.425161,10.84683621,,122.5541667,47288791086,37249714243,35.52669949,11590028595,51704450816,44926943202,-4766679805,11.41902975,11972842989,96240591775,17641023630,16257214,9203046,7.26,70.131,39560813954,56860452570,5934810850,,,66.18,4273.918028,4065.373389,4.02,75.7982,29.39037769
Kazakhstan,2008,1.33442E+11,3.3,169.8253285,17.13989978,,120.2991667,59263855086,36705106196,27.5064843,13595693476,76257078322,49571463782,1287474132,12.603929,16818890680,1.06739E+11,19883105671,16426525,9310883,6.63,70.646,53710591363,69529595330,7093495502,,,66.759,4474.348653,4253.353809,11,90.7713,30.08561309
Kazakhstan,2009,1.15309E+11,1.199999999,177.7919791,7.316078583,,147.4966667,54797939265,33917548117,29.41456452,13448366938,48243335560,39121521980,-134293669.4,12.38058345,14275888207,1.09741E+11,23183086501,16619846,9432594,6.55,71.01,44314835941,62261169603,7087892366,,100,67.46,4306.297423,3819.514686,18.2,102.668,29.41296528
Kazakhstan,2010,1.48047E+11,7.300000003,212.5365951,7.400463563,,147.355,67184600455,37564866479,25.37354902,16007389637,65502334498,44257402192,2678134193,5.036306283,7456117901,1.19151E+11,28264709323,16836810,9567854,5.77,71.387,60110809270,76510928031,6677716399,1.005020022,99.89736176,68.257,4583.409803,4105.701894,31.6,115.239,30.38927409
Kazakhstan,2011,1.92626E+11,7.400000001,256.1978992,8.452904662,,146.6208333,81271448649,44300515603,22.99814602,20179255836,89503237238,51341105803,14067537749,7.143510398,13760291529,1.2433E+11,29215275561,17066002,9710555,5.39,71.77,71784347999,94173215480,9610084537,1.006049991,,69.108,4746.864556,4532.003089,50.6,147.901,32.79171291
Kazakhstan,2012,2.07999E+11,4.799999995,268.4584285,5.19568369,,149.1125,93467799145,52477332216,25.22966023,23964769553,91747467851,61596840640,2628600684,6.561648211,13648134374,1.35821E+11,28299368221,17306106,9859808,5.29,72.099,75509415374,1.0689E+11,8919665353,1.007560015,,69.939,5026.780721,4270.243404,61.9,174.709,29.75482574
Kazakhstan,2013,2.36635E+11,5.999999997,293.9595132,5.942838716,,152.1291667,1.18073E+11,58140188199,24.56960536,24073682070,91381274046,63395762891,4527218285,4.230697092,10011293285,1.49998E+11,24691645318,17556502,10015282,5.2,72.39,79743058739,1.25841E+11,10656947198,1.012699962,,70.719,5186.796322,4645.780374,63.3,172.955,28.98782519
Kazakhstan,2014,2.21416E+11,4.200000006,310.9246209,6.84944977,,179.1916667,1.07348E+11,57103634177,25.79024724,23668612336,87108795076,56749434113,-2852660445,3.300631119,7308112644,1.57988E+11,29250310668,17816285,10176306,5.06,72.592,73530853977,1.21421E+11,9586305149,1.015259981,,71.415,4886.5406,3670.995736,66,160.503,30.14127789
Kazakhstan,2015,1.84388E+11,1.200000001,316.5944864,6.678285856,,221.7283333,99049420536,51458960367,27.9079156,21449398170,52581502969,45236045679,-9979526911,3.567374022,6577824050,1.5347E+11,27854795819,18084169,10342517,4.93,72.663,56892650251,1.09338E+11,8685703238,1.020920038,,72.024,4794.912058,3052.918369,70.8,145.482,27.64339206
Kazakhstan,2016,1.37278E+11,1.099999999,359.7730153,14.36109424,,342.16,74877521920,38201238310,27.82758289,15966640168,43714755378,39079991232,-6964562246,12.54662028,17223789548,1.63779E+11,29603056785,18363600,10515732,4.96,72.667,43901318974,79425714870,6254406126,1.01620996,,72.549,4797.479797,3389.132436,74.6,139.051,23.90119602
Kazakhstan,2017,1.66806E+11,4.100000003,400.1075481,7.442663213,,326.0010227,87719804487,43957466354,26.35248253,17574560801,54041327349,40746709252,-3426686675,2.85205738,4757396811,1.59239E+11,30746770568,18651931,10694271,4.9,72.696,53920347054,95587081639,7534591694,1.012480021,,72.996,4955.036559,3404.183839,76.4,143.113,25.93409227
Kazakhstan,2018,1.7934E+11,4.099999993,436.9398726,6.163662476,,344.7058333,93432651602,45298073038,25.25821271,14923239492,67477058330,46453964706,-1765748483,0.196995427,353291554.6,1.57269E+11,30976612439,18932727,10872686,4.85,72.708,60072078328,99452504478,7883530941,1.012189984,,73.369,5152.770649,3814.138734,78.9,137.675,27.79133015
Kazakhstan,2019,1.81667E+11,4.500000001,470.2927437,5.333560989,,382.7473106,94973526542,50190237653,27.62757495,16590140851,66197682052,51629140773,-7027653497,2.053676493,3730856271,1.59282E+11,28957509931,19209555,11053178,4.8,72.714,60002483727,1.00877E+11,8113866801,1.01346004,,73.658,5034.2655,3753.157933,81.9,133.88,26.68268532
Kazakhstan,2020,1.71082E+11,-2.499999996,490.0961047,6.718154549,,412.9533333,90680317623,49283552338,28.80691536,21799390344,52229576023,45332610743,-11055035522,4.211999903,7205989084,1.61509E+11,35638096635,19482117,11235532,4.89,71.216,56624494420,95981964868,9223533982,0.999840021,99.90000153,71.195,5306.866805,3388.387891,85.9,124.698,26.23044455
Kazakhstan,2021,1.97112E+11,4.299999997,558.3668599,8.04147134,,425.9075,1.01789E+11,52300653311,26.53343559,22215235233,66318146546,49324871011,-2679458683,2.316758746,4566615415,1.61344E+11,34377998806,19743603,11415949,5.546,71.918,69515440324,1.06282E+11,9914750269,,,70.131,5321.521102,3533.199937,90.9,123.944,24.49573942
Kazakhstan,2022,2.25496E+11,3.2,668.7504407,15.02786444,,460.165,1.11479E+11,56319759217,24.97590958,23675467930,93736589050,60354782089,6436402618,2.25355435,5081682329,1.60974E+11,35076053023,20034609,11618070,4.86,71.828,78877257071,1.1871E+11,11832118914,,,73.503,5271.527885,3562.301985,92.3,125.642,28.28347535
Kazakhstan,2023,2.6184E+11,5.1,732.4305086,14.72499002,,456.165,1.34701E+11,78118747164,29.83452376,29186384313,90360130435,71882239321,-9447922498,2.222094151,5818333571,1.63155E+11,35964591354,20330104,11827851,4.821,71.353,84910776145,1.47532E+11,10015392018,,,74.402,,,92.9,127.115,26.84914084
Kazakhstan,2024,2.88406E+11,4.8,791.3883248,8.839438975,,468.9625,,,,,,,-3701923927,-0.236304798,-681517542,,45807523139,20592571,12023384,4.794,70.72,90593483914,1.67881E+11,11350004958,,,,,,,,
Kenya,2000,12705350098,0.599695391,25.42429856,9.980025154,15.32743345,76.17554167,9947116622,2212521179,17.41409062,1912700536,2742776491,4030324232,-199391622.2,0.872896453,110904550.4,6147150098,897865882,30642890,6095484,2.889,72.512,1907817079,,3649202785,0.970409989,93,56.084,109.0628201,460.2595579,0.318,0.41577,12.88052815
Kenya,2001,12986007426,3.779906498,25.82425336,5.738598143,17.81250097,78.563195,10333006208,2440115016,18.79034052,2074243506,2977896210,4287364072,-320276833.9,0.040833358,5302622.939,5495276586,1064987677,31619170,6399404,2.881,72.633,1988108921,,3616506986,0.962180018,,56.501,118.06129,452.2418759,0.62,1.89758,9.776646125
Kenya,2002,13147736899,0.54685953,26.06524673,1.961308217,17.35814064,78.74914167,10336023725,1990332796,15.13821589,2245370496,3273519932,3980437857,-117669073.5,0.210062365,27618447.06,6095869528,1068140537,32629808,6718804,2.919,72.753,2031793565,,3399211638,0.944649994,,56.759,117.714453,444.9711329,1.21,3.63815,8.533097224
Kenya,2003,14904517650,2.932475546,27.68059171,9.81569063,9.770510927,75.93556944,11494241824,2456584865,16.48214939,2702385577,3590023638,4478129486,132419234.8,0.548412532,81738242.64,6715084651,1482117159,33652223,7049468,2.873,72.874,2328555155,,3846027220,0.964600027,,57.369,125.8163539,434.5217694,2.94,4.72713,9.474741952
Kenya,2004,16095337094,5.104299776,29.65334362,11.62403554,5.045257597,79.17387606,12155953106,2730170839,16.96249556,2874637822,4283010819,5290013363,-131773010.5,0.286194264,46063931.45,6916593411,1519538697,34713455,7397437,2.848,72.993,2608261824,,4012413197,0.933830023,,57.947,130.9578663,448.8988998,3.02,7.33478,11.96134347
Kenya,2005,18737895513,5.90666608,31.10625359,10.31277836,7.609987546,75.55410945,14128258729,3307179494,17.64968479,3256685881,5341992293,6739990276,-252316724.2,0.113202069,21211685.4,6501013209,1799087913,35796484,7758888,2.745,73.113,3187808091,,4541367830,0.951699972,,58.51,131.0184542,452.6894578,3.1,12.8839,13.87269628
Kenya,2006,25825512284,6.4724943,38.42559651,14.45373421,-8.009866971,72.10083502,19687247727,4812218888,18.6335854,3705185939,5935978411,8329126840,-510433478.2,0.196219632,50674725.18,6719657604,2416073243,36904008,8135489,2.68,73.232,5006044660,13004870193,5299314495,0.954370022,,59.059,133.3188525,458.8054969,3.6,19.8903,16.0612414
Kenya,2007,31958195182,6.85072977,41.54939985,9.75888023,4.819090788,67.31763812,23922198652,6537681082,20.45697839,4675359787,7004914020,10218887780,-1032048241,2.281243174,729044146,7576695048,3355419016,38036349,8527749,2.65,73.351,6168624550,16051849739,6579126410,0.946319997,82.39047241,59.407,140.6023486,455.0809,4.4,29.8383,16.66189724
Kenya,2008,35895153328,0.232282745,47.84462211,26.23981664,-0.984996972,69.17531982,27038943091,7040012837,19.61271142,5626198947,8138887724,12529038544,-1982595677,0.266291327,95585680.23,7691776549,2878951355,39206351,8939048,2.756,73.469,6670314404,17992361435,7967410333,0.954289973,,59.955,141.3291433,454.9307738,5.2,41.584,15.40485658
Kenya,2009,42347217913,3.306939816,61.09605925,9.234125924,-10.09600357,77.3520123,30690867722,8054090392,19.01917242,5739993795,7950667080,11505843417,-1688505911,0.274534231,116257609,8585721249,3849500809,40408891,9367993,2.818,73.588,7786224015,24736878167,6883532423,0.950529993,,60.483,140.8353424,469.2714789,6.1,47.9215,6.622681973
Kenya,2010,45405615064,8.058473603,62.09754563,3.961388891,12.52695849,79.2331517,33066966716,9655049442,21.2639988,5881376523,9137589276,13744246853,-2368671950,0.392164287,178064606.8,8885235533,4320858499,41598567,9805198,2.796,73.705,8433944418,25880404203,7976749429,,,60.915,146.3992738,468.1466198,7.2,60.0234,7.116656804
Kenya,2011,46869473151,5.12110612,68.34767166,14.0224913,4.526185832,88.81076997,35626309737,10257764908,21.88581228,5945224887,10100126370,17272679879,-3819304011,3.094711034,1450474757,10042095566,4265145710,42758461,10248776,2.704,73.823,9215898027,25878460461,8855851604,,,61.283,152.9287969,471.1175859,8.8,65.673,6.532058513
Kenya,2012,56396704672,4.568679614,74.85640143,9.377770035,9.313511345,84.52960176,42411178039,12516325346,22.19336293,6920652483,11203175900,17910885230,-4216145263,2.44725941,1380173662,11832175543,5711831325,43888303,10698213,2.682,73.94,10862880911,31384602994,10619344925,,,61.537,149.9032669,461.0268669,10.5,70.0227,6.49889129
Kenya,2013,61671440408,3.797848393,80.34903648,5.71749357,9.29394636,86.1228789,47176778658,13817466553,22.4049681,7303518035,10972694027,18299434695,-4842146888,1.814170373,1118825000,13775500739,6598881869,44986791,11154025,2.764,74.057,11767070629,34585780626,11481095517,,,61.729,159.4023455,469.6207745,13,70.7541,5.014268393
Kenya,2014,68285796514,5.020111002,86.48371104,6.878154993,8.249078992,87.92216381,51943671450,17037797204,24.950719,8018455961,11248585738,20279300678,-6377926517,1.202208424,820937598.4,16911742537,7874414432,46051440,11614634,2.768,74.173,12998906624,38892070491,12528968236,,86.52562714,61.99,165.7494315,495.6091876,16.5,73.0327,6.067957916
Kenya,2015,70120446897,4.967721128,94.47364246,6.582154293,6.268805783,98.17845333,52952688102,15499001599,22.1033982,8924004944,10608335823,17669406545,-4420811285,0.883799936,619724465,19783760502,7514864907,47088526,12081974,2.762,74.289,13248589281,39359573123,13652180891,,,62.279,172.1650833,528.5507116,16.6,80.0958,6.804498725
Kenya,2016,74815144164,4.213517068,100,6.297249538,10.11812871,101.5043695,57164247777,14475560160,19.34843583,9434016579,9912815674,16171498982,-4037779793,0.627591266,469533310.7,21057671043,7553884913,48139687,12566865,2.757,74.405,13588045653,42230536894,14988852352,,,62.526,173.2666023,531.5020597,16.6,80.9772,13.955398
Kenya,2017,82036510877,3.837958174,107.581934,8.005649677,5.656747616,103.4100045,63917075529,16951610243,20.6634949,10119268440,10448711418,19080378151,-5739957846,1.640836904,1346085345,26951349499,7325420063,49197766,13067911,3.541,72.305,14359268235,45820759800,17140411124,,,62.725,175.5974042,536.7154692,17.8,87.0265,13.27686606
Kenya,2018,92202979985,5.647946407,112.1165431,4.689806468,8.487960475,101.301574,71091178702,17865236724,19.37598625,11385859612,11564075006,20167352977,-4989164831,0.832686218,767761506.7,31433802016,8164380806,50207107,13570981,4.284,70.103,15963236662,51651142163,18730952789,,,62.825,178.1421104,544.6185762,19.5,98.5945,14.46816087
Kenya,2019,1.00378E+11,5.114158858,116.909788,5.239637958,7.831100748,101.9912984,77715659624,19415028917,19.34183242,12216855991,11471243360,20408407784,-5258353851,0.468168547,469940266.8,34970099590,9115806005,51202827,14084362,5.014,67.803,16994616541,56171635349,20940110008,,,62.939,175.8106051,542.0420295,22.7,106.548,14.07147999
Kenya,2020,1.00658E+11,-0.272766327,122.6954813,5.405162079,6.714634409,106.4507802,76941963225,19780794467,19.65158417,12559701300,9705264724,17711641004,-3730512497,-0.005368454,-5403752.29,38038451074,8297263559,52217334,14618243,5.619,67.039,17514695524,54332340261,22851997890,,,61.596,172.6438198,532.9993431,,117.603,15.33090316
Kenya,2021,1.09704E+11,7.590489473,128.0091129,6.107936037,7.427581005,109.6377466,82822041208,22369941622,20.39124478,13325547450,11814617095,22000771322,-5596631178,0.382593997,419719612.9,41219100012,9490896581,53219166,15163737,5.693,67.462,18816849638,60470241148,23561137206,,,61.225,184.4260393,538.1014897,,122.298,16.54055621
Kenya,2022,1.14449E+11,4.859981043,136.9147766,7.659862683,5.02892163,117.8659892,86623962405,21807181374,19.05406385,13978001746,13953584184,24605579817,-5889413352,0.691645983,791581760.1,41556299640,7969488013,54252461,15734299,5.707,67.191,20059985243,63421467579,24075706861,,95.72988892,63.549,189.3554654,539.8469254,,121.169,16.26016177
Kenya,2023,1.08039E+11,5.555873013,145.2772601,7.67139634,7.050093845,139.8463838,83134956139,17671754745,16.35689147,12872924909,12625503424,22046326203,-4317073674,0.674542879,728766608.6,42910026054,7341776190,55339003,16336074,5.567,66.977,18213220300,59870264504,23563169141,,,63.646,190.082933,543.7657432,35,120.612,15.85957037
Kenya,2024,1.24499E+11,4.496498285,154.4517624,4.489788542,,134.8224833,94000173408,20897192859,16.78507025,14311962999,13865029448,23849730392,,,,,10066607177,56432944,16957535,5.434,66.716,20016299767,69647643049,26577958300,,,,,,,,
Kiribati,2000,74910527.26,6.742665313,68.29495319,,,1.724826667,,,,,8129395.006,62411244.72,,0.963562835,721810,,,88613,38066,,,8709047.342,43558339.47,16056103.02,1.064499974,,64.674,,,1.79,0.338551,
Kiribati,2001,64935850.16,-3.144129178,68.51567569,,,1.9334425,,,,,10116672.75,61822335.5,,-0.421154107,-273480,,,90335,39271,,,7975568.959,39338237.2,14650555.85,1.090119958,,64.918,,,2.34,0.437261,
Kiribati,2002,74743869.13,1.447154942,74.00493076,,,1.8405625,,,,,14254714.45,79642641.95,,0.334194634,249790,,,92264,40127,,,8680604.793,45293043.49,16084752.33,1.07585001,,65.123,,,2.5,0.536504,
Kiribati,2003,96105619.38,-1.575466892,80.99159732,,,1.541914167,,,,,15697438.38,84184137.38,,0.697940458,670760,,,94175,40977,,,9789002.499,57715151.43,21182828.61,1.072720051,,65.287,,,3,0.558535,
Kiribati,2004,104085892.1,-0.608967597,77.82791645,,,1.3597525,,,,,12637966.34,92863183.87,,1.876978676,1953670,,,96085,41828,,,9318978.755,66061090.55,23537012.63,1.098839998,,65.416,,83.25961388,3.5,0.640058,
Kiribati,2005,113895437.3,1.292430295,80.96731026,,,1.309473333,,,,,16107548.61,124660684.1,,2.288081122,2606020,,,98035,42695,,,9590193.918,73881630.24,22754650.15,1.069090009,,65.517,,81.60350895,4,0.663029,
Kiribati,2006,112338353.3,5.776934498,76.56550643,,,1.327973441,104590003,17698251.4,15.75441591,73996835.78,11460473.97,94190168.02,-9676457.39,0.506000712,568432.8669,,,100017,44037,,,10970253.16,73925825.3,24298385.58,1.070269942,,65.601,,99.98300289,4.5,0.699881,2.63204813
Kiribati,2007,138054945.6,3.055079816,82.16606664,3.592521313,,1.1950725,120772304.9,21212027.39,15.3649167,86312289.13,21329593.53,111422742.7,-2509439.826,0.835207087,1153044.69,,,102068,45794,,,15647174.4,85892900.18,31331919.75,1.089390039,,65.677,,107.7712897,6,0.734804,11.42826948
Kiribati,2008,147017895,-2.984731216,89.97413272,13.66539953,,1.192178333,131480617.8,20765774.91,14.12465803,92493235.07,20747572.93,119569141.5,-5247202.179,-0.862261878,-1267679.262,,,104222,47636,,,16194058.27,92626436.66,36242155.11,1.071849942,,65.746,,,7,0.95949,10.39447406
Kiribati,2009,140177384.1,0.536801195,91.77223334,9.816438845,,1.28218881,124745337.9,24632094.02,17.57208852,86360357.17,19816267.34,117047408.8,-16565244.54,3.563733914,4995548.978,,,106467,49557,,,14828469.13,86190725.39,37393317.21,,,65.808,,,8.97,9.30523,5.962737257
Kiribati,2010,165458433.1,1.225951989,90.9846617,-3.899550407,,1.090159486,146354614.3,26334874.09,15.91630816,95741813.81,19137391.89,122655961.2,194588.0061,-3.990410608,-6602470.868,,,108704,51515,,,19817934.82,104016294.9,40797076.39,,,65.859,,,9.07,9.74665,15.88242896
Kiribati,2011,195970140.2,3.263727195,92.80316297,1.497409799,,0.969463201,178641474.7,38138742.79,19.46150712,112580057.2,25804904.36,157292748.7,-17302046.91,-0.177954447,-348737.5792,,,110647,53371,,,25898667.61,118817015.2,50391918,,,65.896,,,10,12.4613,10.5354133
Kiribati,2012,207001545.9,5.803659746,92.300103,-3.045862928,,0.965801031,180253592.6,57394328.65,27.72652175,121531247.1,26425526.58,172562360.2,3619986.077,-1.152621257,-2385943.82,,,112284,55111,,,27930805.62,124994693.5,52231153.21,,,65.908,,,10.7,16.0308,26.09615497
Kiribati,2013,201730860.8,7.730921887,89.55025917,-1.488059085,,1.035843097,180756639.8,63297237.13,31.37707185,113459568.7,22119954.47,173118030.4,-10131369.34,0.415473344,838137.9532,,,113838,56836,,,29002850.82,121857463,47741404.83,,,65.898,,,11.5,17.5688,25.19017341
Kiribati,2014,200287282,1.26366268,94.03163514,2.103985209,,1.109363293,179634619.1,57401049.07,28.65935795,127997238.1,24100046.6,184575202.2,56046361.63,1.314184511,2632144.437,,,115326,58554,,,28270728.34,120985105.9,50664570.57,,,65.869,,,12.3,26.0132,54.64649625
Kiribati,2015,191559398.7,11.26532094,96.98353261,0.572015744,,1.331090262,172228324.2,72350179.18,37.76905736,106444192.4,26736809.68,183766086.4,56247992.7,-0.427973964,-819824.3529,,,116815,60299,,,28210489.15,115176509.5,43904769.78,,,65.831,,,14.9,35.0982,65.84465283
Kiribati,2016,206467818.5,7.088034658,98.64836979,1.917310902,,1.345213976,184157390.6,61871419.71,29.96661667,122544071.1,34309336.66,195426973,19219652.97,0.875179449,1806963.916,,,118478,62142,,,30248867.47,125305193.1,55886052.33,,,65.799,,,19.4,43.89,38.53859636
Kiribati,2017,222875736.3,3.749117826,99.55303667,0.355520889,,1.304758077,204029712.8,60222891.91,27.02083811,127157066.7,29545095.72,194581523.9,70501111.17,0.352123236,784797.2549,,,120275,64061,,,27673944.13,137844412.5,69163093.85,,,65.787,,,25.3,38.348,57.08341685
Kiribati,2018,233514717.4,3.479439721,103.3979107,0.564030491,,1.338412146,199661464.5,44296449.82,18.96944668,140439491,19125673.1,170295718.6,76935282.22,-0.490061067,-1144364.717,,,122084,65995,,,25877681.91,146366963.2,62603966.49,,97.15876007,65.807,,,33,43.6896,52.55520619
Kiribati,2019,216985388.3,3.264287565,100,-1.813079953,,1.438506544,196428171.7,34516272.77,15.9071876,134676160.8,32503688.23,177083172.6,86818266.82,-0.257289445,-558280.5023,,,123921,67952,,,20753392.23,145280766.8,58539096.44,,,65.866,,,39.6,44.1071,54.38880907
Kiribati,2020,220897998.7,-1.468067181,104.3670312,2.553245544,,1.453085118,196645963.6,32467130.28,14.69779286,120445053.1,21159214.36,148289334.5,71278573.02,1.187920603,2624092.839,,,126099,70103,,,21790122.39,148994793.8,59700981.02,,,65.205,,,,43.3477,46.94567392
Kiribati,2021,285259894,8.479737871,113.8213564,2.053616768,,1.33122426,271795956.2,50550771.32,17.72095285,152805838.8,10745871.5,201824808.2,20250958.69,0.361556596,1031375.962,,,128377,72321,,,30749670.98,186202021.6,71586299.53,,,64.148,,,,40.998,25.35966264
Kiribati,2022,270040457,4.566325931,111.591969,5.345954409,,1.441664459,273193199,54983824.25,20.3613284,166636539.4,20540845.44,271490789.6,-32523117.24,1.581306436,4270167.127,,,130469,74443,,,26625760.23,177387241.4,75170982.98,,,66.269,,,,49.112,20.76745705
Kiribati,2023,288610732.2,2.652010875,121.3044354,9.283073745,,1.505191066,,,,,17086740.78,293420711,-5116792.574,1.770766686,5110622.698,,,132530,76552,,,,,,,,66.473,,,88,51.2541,
Kiribati,2024,307862546.8,5.266899264,123.7521819,,,1.515358039,,,,,19305908.61,292099738.4,,,,,,134518,78623,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2000,,,,,,,,,,,,,,,,,,23665910,14060390,3.05,82.127,,,,,,60.911,690.1910808,833.135926,0,0,
"Korea, Dem. People's Rep.",2001,,,,,,,,,,,,,,,,,,23815358,14167995,3.07,82.066,,,,,,60.893,714.1190151,855.3081888,0,0,
"Korea, Dem. People's Rep.",2002,,,,,,,,,,,,,,,,,,23943973,14263425,3.043,82.053,,,,,,60.877,695.37332,817.1393778,0,0,
"Korea, Dem. People's Rep.",2003,,,,,,,,,,,,,,,,,,24090380,14369430,3.059,82.029,,,,,,69.399,733.8614003,831.4045932,0,0,
"Korea, Dem. People's Rep.",2004,,,,,,,,,,,,,,,,,,24254943,14486750,3.016,82.001,,,,,,69.294,762.6898979,845.0782558,0,0,
"Korea, Dem. People's Rep.",2005,,,,,,,,,,,,,,,,,,24396433,14590287,2.972,81.94,,,,,,69.168,790.6483706,874.5475708,0,0,
"Korea, Dem. People's Rep.",2006,,,,,,,,,,,,,,,,,,24524507,14686256,2.944,81.972,,,,,,69.061,770.1276115,878.7017703,0,0,
"Korea, Dem. People's Rep.",2007,,,,,,,,,,,,,,,,,,24646383,14778464,2.936,82.006,,,,,,69.021,735.1585829,742.7491903,0,0,
"Korea, Dem. People's Rep.",2008,,,,,,,,,,,,,,,,,,24764618,14868677,2.873,81.954,,,,,100,69.303,788.7866471,814.4688729,0,0,
"Korea, Dem. People's Rep.",2009,,,,,,,,,,,,,,,,,,24878332,14975512,2.871,81.981,,,,,,69.702,795.3105538,778.3355671,0,0.278399,
"Korea, Dem. People's Rep.",2010,,,,,,,,,,,,,,,,,,24987258,15086557,2.81,81.999,,,,,,70.246,798.5670136,752.3658868,0,1.72856,
"Korea, Dem. People's Rep.",2011,,,,,,,,,,,,,,,,,,25097874,15198520,2.894,81.991,,,,,,70.772,704.5218252,563.1854258,0,3.9844,
"Korea, Dem. People's Rep.",2012,,,,,,,,,,,,,,,,,,25211728,15313099,2.916,81.974,,,,,,71.317,718.078507,549.9066421,0,6.74289,
"Korea, Dem. People's Rep.",2013,,,,,,,,,,,,,,,,,,25329451,15430195,2.928,81.961,,,,,,71.867,734.8362979,439.8075236,,9.5541,
"Korea, Dem. People's Rep.",2014,,,,,,,,,,,,,,,,,,25451262,15550212,2.883,81.95,,,,,,72.451,714.9743694,471.1703192,,11.0014,
"Korea, Dem. People's Rep.",2015,,,,,,,,,,,,,,,,,,25575350,15671807,2.896,81.984,,,,,,72.825,626.4234898,372.7980879,,12.6684,
"Korea, Dem. People's Rep.",2016,,,,,,,,,,,,,,,,,,25698326,15797018,2.931,81.918,,,,,,72.971,784.370157,409.4001693,,14.032,
"Korea, Dem. People's Rep.",2017,,,,,,,,,,,,,,,,,,25817709,15923847,2.846,81.999,,,,,,73.034,767.8063147,768.5331256,,14.7573,
"Korea, Dem. People's Rep.",2018,,,,,,,,,,,,,,,,,,25931147,16051121,2.757,82.094,,,,,99.99964142,73.02,800.5430689,700.5133313,,,
"Korea, Dem. People's Rep.",2019,,,,,,,,,,,,,,,,,,26037632,16178222,2.782,82.096,,,,,,72.928,771.1146697,763.6728023,,16.3341,
"Korea, Dem. People's Rep.",2020,,,,,,,,,,,,,,,,,,26136312,16304093,2.948,80.847,,,,,,72.783,774.8989222,726.927801,,22.9566,
"Korea, Dem. People's Rep.",2021,,,,,,,,,,,,,,,,,,26232534,16432584,3,80.897,,,,,,73.437,807.2799982,619.3541725,,22.8724,
"Korea, Dem. People's Rep.",2022,,,,,,,,,,,,,,,,,,26328845,16565056,2.805,82.111,,,,,,73.641,829.7743407,640.514278,,24.1311,
"Korea, Dem. People's Rep.",2023,,,,,,,,,,,,,,,,,,26418204,16697097,2.831,82.107,,,,,,73.642,,,,,
"Korea, Dem. People's Rep.",2024,,,,,,,,,,,,,,,,,,26498823,16827548,2.859,82.118,,,,,,,,,,,
"Korea, Rep.",2000,5.76179E+11,9.060833325,72.11927961,2.259165801,7.447142697,1130.3625,3.14018E+11,1.89526E+11,32.8936287,62803597836,1.9555E+11,1.85276E+11,10180800000,1.997537615,11509400000,,96250965793,47008111,37428328,4.063,60.754,2.00253E+11,2.97415E+11,22227802548,1.009610057,,75.9097561,5885.452406,3952.362853,44.7,57.3408,33.8935814
"Korea, Rep.",2001,5.47656E+11,4.852399572,74.62794814,4.066575879,4.087645473,1290.79,3.03403E+11,1.73075E+11,31.60293756,64377263855,1.74088E+11,1.66685E+11,2165200000,1.190947724,6522300000,,1.02875E+11,47370164,37867709,3.699,61.11,1.81937E+11,2.90718E+11,19528431800,1.010210037,,76.41219512,6290.457428,3923.080943,56.6,61.742,31.93763718
"Korea, Rep.",2002,6.27247E+11,7.725142675,76.89151802,2.762262103,3.626044041,1251.6025,3.51859E+11,1.95029E+11,31.09283276,73649078167,1.86749E+11,1.79269E+11,4066100000,0.872877922,5475100000,,1.21498E+11,47644736,38258247,3.046,61.617,2.05817E+11,3.3625E+11,20114567453,1.009860039,,76.76585366,6574.388407,4093.4759,59.4,68.3786,31.45440086
